Record Length,2500,Points,-250.40000677E-3,1.1999999E-3,,Record Length,2500,Points,-250.40000677E-3,-1.4399999,
Sample Interval,199.99999495E-6,s,-250.20000339E-3,1.9999999E-3,,Sample Interval,199.99999495E-6,s,-250.20000339E-3,-1.4200000,
Trigger Point,1.2520001E3,Samples,-250.00000000E-3,1.6000000E-3,,Trigger Point,1.2520001E3,Samples,-250.00000000E-3,-1.4200000,
,,,-249.80001152E-3,1.9999999E-3,,,,,-249.80001152E-3,-1.4200000,
,,,-249.60000813E-3,1.9999999E-3,,,,,-249.60000813E-3,-1.4200000,
,,,-249.40000474E-3,1.9999999E-3,,,,,-249.40000474E-3,-1.4200000,
Source,CH1,,-249.20000136E-3,1.9999999E-3,,Source,CH2,,-249.20000136E-3,-1.4200000,
Vertical Units,Volts,,-249.00001287E-3,2.79999990E-3,,Vertical Units,Volts,,-249.00001287E-3,-1.4200000,
Vertical Scale,9.999999747E-3,,-248.80000949E-3,1.9999999E-3,,Vertical Scale,499.999988824E-3,,-248.80000949E-3,-1.4200000,
Vertical Offset,0,,-248.60000610E-3,2.79999990E-3,,Vertical Offset,0,,-248.60000610E-3,-1.4200000,
Horizontal Units,s,,-248.40000272E-3,2.3999999E-3,,Horizontal Units,s,,-248.40000272E-3,-1.4200000,
Horizontal Scale,49.99999874E-3,,-248.20001423E-3,2.3999999E-3,,Horizontal Scale,49.99999874E-3,,-248.20001423E-3,-1.4000000,
Pt Fmt,Y,,-248.00001085E-3,3.19999992E-3,,Pt Fmt,Y,,-248.00001085E-3,-1.4200000,
Yzero,0.0,,-247.80000746E-3,3.59999994E-3,,Yzero,0.0,,-247.80000746E-3,-1.4000000,
Probe Atten,1.000000,,-247.60000408E-3,3.59999994E-3,,Probe Atten,1.000000,,-247.60000408E-3,-1.4000000,
,,,-247.40000069E-3,3.19999992E-3,,,,,-247.40000069E-3,-1.4000000,
Note,TBS 1052B-EDU - 01:47:52 p.m.   05/09/2022,,-247.20001221E-3,3.59999994E-3,,Note,TBS 1052B-EDU - 01:47:52 p.m.   05/09/2022,,-247.20001221E-3,-1.4000000,
,,,-247.00000882E-3,3.59999994E-3,,,,,-247.00000882E-3,-1.4000000,
,,,-246.80000544E-3,3.99999972E-3,,,,,-246.80000544E-3,-1.4000000,
,,,-246.60000205E-3,3.59999994E-3,,,,,-246.60000205E-3,-1.4000000,
,,,-246.40001357E-3,4.39999998E-3,,,,,-246.40001357E-3,-1.3800000,
,,,-246.20001018E-3,4.39999998E-3,,,,,-246.20001018E-3,-1.3800000,
,,,-246.00000679E-3,3.99999972E-3,,,,,-246.00000679E-3,-1.3800000,
,,,-245.80000341E-3,4.39999998E-3,,,,,-245.80000341E-3,-1.3800000,
,,,-245.60000002E-3,4.79999976E-3,,,,,-245.60000002E-3,-1.3800000,
,,,-245.40001154E-3,3.99999972E-3,,,,,-245.40001154E-3,-1.3800000,
,,,-245.20000815E-3,4.79999976E-3,,,,,-245.20000815E-3,-1.3800000,
,,,-245.00000477E-3,4.39999998E-3,,,,,-245.00000477E-3,-1.3800000,
,,,-244.80000138E-3,4.79999976E-3,,,,,-244.80000138E-3,-1.3800000,
,,,-244.60001290E-3,4.79999976E-3,,,,,-244.60001290E-3,-1.3600000,
,,,-244.40000951E-3,4.79999976E-3,,,,,-244.40000951E-3,-1.3800000,
,,,-244.20000613E-3,5.20000001E-3,,,,,-244.20000613E-3,-1.3800000,
,,,-244.00000274E-3,6.00000005E-3,,,,,-244.00000274E-3,-1.3600000,
,,,-243.80001426E-3,5.20000001E-3,,,,,-243.80001426E-3,-1.3600000,
,,,-243.60001087E-3,5.59999980E-3,,,,,-243.60001087E-3,-1.3600000,
,,,-243.40000749E-3,6.00000005E-3,,,,,-243.40000749E-3,-1.3600000,
,,,-243.20000410E-3,6.39999984E-3,,,,,-243.20000410E-3,-1.3399999,
,,,-243.00000072E-3,6.39999984E-3,,,,,-243.00000072E-3,-1.3600000,
,,,-242.80001223E-3,6.39999984E-3,,,,,-242.80001223E-3,-1.3399999,
,,,-242.60000885E-3,6.00000005E-3,,,,,-242.60000885E-3,-1.3399999,
,,,-242.40000546E-3,6.00000005E-3,,,,,-242.40000546E-3,-1.3399999,
,,,-242.20000207E-3,6.00000005E-3,,,,,-242.20000207E-3,-1.3399999,
,,,-242.00001359E-3,6.39999984E-3,,,,,-242.00001359E-3,-1.3199999,
,,,-241.80001020E-3,7.19999988E-3,,,,,-241.80001020E-3,-1.3199999,
