Record Length,2500,Points,-25.39999878E-6,-959.999978542E-3,,Record Length,2500,Points,-25.39999878E-6,-20.80000006E-3,
Sample Interval,19.9999999E-9,s,-25.37999899E-6,-939.999997616E-3,,Sample Interval,19.9999999E-9,s,-25.37999899E-6,-20.80000006E-3,
Trigger Point,1.2700000E3,Samples,-25.35999920E-6,-959.999978542E-3,,Trigger Point,1.2700000E3,Samples,-25.35999920E-6,-20.80000006E-3,
,,,-25.33999941E-6,-959.999978542E-3,,,,,-25.33999941E-6,-21.59999870E-3,
,,,-25.31999962E-6,-939.999997616E-3,,,,,-25.31999962E-6,-21.59999870E-3,
,,,-25.29999801E-6,-939.999997616E-3,,,,,-25.29999801E-6,-21.59999870E-3,
Source,CH1,,-25.27999823E-6,-959.999978542E-3,,Source,CH2,,-25.27999823E-6,-21.59999870E-3,
Vertical Units,Volts,,-25.25999844E-6,-959.999978542E-3,,Vertical Units,Volts,,-25.25999844E-6,-22.39999920E-3,
Vertical Scale,499.999988824E-3,,-25.23999865E-6,-939.999997616E-3,,Vertical Scale,19.9999995E-3,,-25.23999865E-6,-22.39999920E-3,
Vertical Offset,0,,-25.21999886E-6,-939.999997616E-3,,Vertical Offset,0,,-25.21999886E-6,-22.39999920E-3,
Horizontal Units,s,,-25.19999907E-6,-959.999978542E-3,,Horizontal Units,s,,-25.19999907E-6,-22.39999920E-3,
Horizontal Scale,4.99999997E-6,,-25.17999928E-6,-959.999978542E-3,,Horizontal Scale,4.99999997E-6,,-25.17999928E-6,-23.19999970E-3,
Pt Fmt,Y,,-25.15999950E-6,-959.999978542E-3,,Pt Fmt,Y,,-25.15999950E-6,-23.19999970E-3,
Yzero,0.0,,-25.13999789E-6,-939.999997616E-3,,Yzero,0.0,,-25.13999789E-6,-23.19999970E-3,
Probe Atten,1.000000,,-25.11999810E-6,-959.999978542E-3,,Probe Atten,1.000000,,-25.11999810E-6,-23.19999970E-3,
,,,-25.09999831E-6,-959.999978542E-3,,,,,-25.09999831E-6,-23.19999970E-3,
Note,TBS 1052B-EDU - 02:37:03 p.m.   12/09/2022,,-25.07999852E-6,-939.999997616E-3,,Note,TBS 1052B-EDU - 02:37:03 p.m.   12/09/2022,,-25.07999852E-6,-23.19999970E-3,
,,,-25.05999873E-6,-959.999978542E-3,,,,,-25.05999873E-6,-24.00000021E-3,
,,,-25.03999895E-6,-939.999997616E-3,,,,,-25.03999895E-6,-24.00000021E-3,
,,,-25.01999916E-6,-959.999978542E-3,,,,,-25.01999916E-6,-24.00000021E-3,
,,,-24.99999937E-6,-959.999978542E-3,,,,,-24.99999937E-6,-24.00000021E-3,
,,,-24.97999958E-6,-959.999978542E-3,,,,,-24.97999958E-6,-24.79999885E-3,
,,,-24.95999797E-6,-959.999978542E-3,,,,,-24.95999797E-6,-24.79999885E-3,
,,,-24.93999818E-6,-959.999978542E-3,,,,,-24.93999818E-6,-24.79999885E-3,
,,,-24.91999840E-6,-959.999978542E-3,,,,,-24.91999840E-6,-24.79999885E-3,
,,,-24.89999861E-6,-959.999978542E-3,,,,,-24.89999861E-6,-25.59999935E-3,
,,,-24.87999882E-6,-939.999997616E-3,,,,,-24.87999882E-6,-25.59999935E-3,
,,,-24.85999903E-6,-959.999978542E-3,,,,,-24.85999903E-6,-25.59999935E-3,
,,,-24.83999924E-6,-959.999978542E-3,,,,,-24.83999924E-6,-25.59999935E-3,
,,,-24.81999945E-6,-939.999997616E-3,,,,,-24.81999945E-6,-25.59999935E-3,
,,,-24.79999966E-6,-939.999997616E-3,,,,,-24.79999966E-6,-26.39999986E-3,
,,,-24.77999806E-6,-939.999997616E-3,,,,,-24.77999806E-6,-26.39999986E-3,
,,,-24.75999827E-6,-939.999997616E-3,,,,,-24.75999827E-6,-26.39999986E-3,
,,,-24.73999848E-6,-939.999997616E-3,,,,,-24.73999848E-6,-27.19999850E-3,
,,,-24.71999869E-6,-939.999997616E-3,,,,,-24.71999869E-6,-27.19999850E-3,
,,,-24.69999890E-6,-939.999997616E-3,,,,,-24.69999890E-6,-27.19999850E-3,
,,,-24.67999911E-6,-959.999978542E-3,,,,,-24.67999911E-6,-27.19999850E-3,
,,,-24.65999933E-6,-939.999997616E-3,,,,,-24.65999933E-6,-27.19999850E-3,
,,,-24.63999954E-6,-939.999997616E-3,,,,,-24.63999954E-6,-27.99999900E-3,
,,,-24.61999793E-6,-939.999997616E-3,,,,,-24.61999793E-6,-27.99999900E-3,
,,,-24.59999814E-6,-939.999997616E-3,,,,,-24.59999814E-6,-27.99999900E-3,
,,,-24.57999835E-6,-939.999997616E-3,,,,,-24.57999835E-6,-27.99999900E-3,
,,,-24.55999856E-6,-939.999997616E-3,,,,,-24.55999856E-6,-27.99999900E-3,
,,,-24.53999878E-6,-939.999997616E-3,,,,,-24.53999878E-6,-28.79999951E-3,
,,,-24.51999899E-6,-939.999997616E-3,,,,,-24.51999899E-6,-28.79999951E-3,
,,,-24.49999920E-6,-939.999997616E-3,,,,,-24.49999920E-6,-28.79999951E-3,
,,,-24.47999941E-6,-939.999997616E-3,,,,,-24.47999941E-6,-28.79999951E-3,
,,,-24.45999962E-6,-939.999997616E-3,,,,,-24.45999962E-6,-29.60000001E-3,
,,,-24.43999801E-6,-939.999997616E-3,,,,,-24.43999801E-6,-29.60000001E-3,
,,,-24.41999823E-6,-939.999997616E-3,,,,,-24.41999823E-6,-29.60000001E-3,
,,,-24.39999844E-6,-939.999997616E-3,,,,,-24.39999844E-6,-29.60000001E-3,
,,,-24.37999865E-6,-959.999978542E-3,,,,,-24.37999865E-6,-29.60000001E-3,
,,,-24.35999886E-6,-939.999997616E-3,,,,,-24.35999886E-6,-30.39999865E-3,
,,,-24.33999907E-6,-939.999997616E-3,,,,,-24.33999907E-6,-30.39999865E-3,
,,,-24.31999928E-6,-939.999997616E-3,,,,,-24.31999928E-6,-30.39999865E-3,
,,,-24.29999950E-6,-939.999997616E-3,,,,,-24.29999950E-6,-30.39999865E-3,
,,,-24.27999789E-6,-79.999998212E-3,,,,,-24.27999789E-6,-30.39999865E-3,
,,,-24.25999810E-6,819.999992847E-3,,,,,-24.25999810E-6,-26.39999986E-3,
,,,-24.23999831E-6,939.999997616E-3,,,,,-24.23999831E-6,-31.19999915E-3,
,,,-24.21999852E-6,959.999978542E-3,,,,,-24.21999852E-6,-27.99999900E-3,
,,,-24.19999873E-6,979.999959469E-3,,,,,-24.19999873E-6,-29.60000001E-3,
,,,-24.17999895E-6,959.999978542E-3,,,,,-24.17999895E-6,-28.79999951E-3,
,,,-24.15999916E-6,959.999978542E-3,,,,,-24.15999916E-6,-27.99999900E-3,
,,,-24.13999937E-6,959.999978542E-3,,,,,-24.13999937E-6,-28.79999951E-3,
,,,-24.11999958E-6,959.999978542E-3,,,,,-24.11999958E-6,-27.19999850E-3,
,,,-24.09999797E-6,959.999978542E-3,,,,,-24.09999797E-6,-28.79999951E-3,
,,,-24.07999818E-6,959.999978542E-3,,,,,-24.07999818E-6,-27.19999850E-3,
,,,-24.05999840E-6,959.999978542E-3,,,,,-24.05999840E-6,-27.99999900E-3,
,,,-24.03999861E-6,959.999978542E-3,,,,,-24.03999861E-6,-26.39999986E-3,
,,,-24.01999882E-6,959.999978542E-3,,,,,-24.01999882E-6,-27.19999850E-3,
,,,-23.99999903E-6,959.999978542E-3,,,,,-23.99999903E-6,-26.39999986E-3,
,,,-23.97999924E-6,959.999978542E-3,,,,,-23.97999924E-6,-26.39999986E-3,
,,,-23.95999945E-6,959.999978542E-3,,,,,-23.95999945E-6,-26.39999986E-3,
,,,-23.93999966E-6,959.999978542E-3,,,,,-23.93999966E-6,-25.59999935E-3,
,,,-23.91999806E-6,959.999978542E-3,,,,,-23.91999806E-6,-25.59999935E-3,
,,,-23.89999827E-6,959.999978542E-3,,,,,-23.89999827E-6,-25.59999935E-3,
,,,-23.87999848E-6,959.999978542E-3,,,,,-23.87999848E-6,-25.59999935E-3,
,,,-23.85999869E-6,959.999978542E-3,,,,,-23.85999869E-6,-24.79999885E-3,
,,,-23.83999890E-6,959.999978542E-3,,,,,-23.83999890E-6,-24.79999885E-3,
,,,-23.81999911E-6,959.999978542E-3,,,,,-23.81999911E-6,-24.79999885E-3,
,,,-23.79999933E-6,959.999978542E-3,,,,,-23.79999933E-6,-24.00000021E-3,
,,,-23.77999954E-6,959.999978542E-3,,,,,-23.77999954E-6,-24.00000021E-3,
,,,-23.75999793E-6,959.999978542E-3,,,,,-23.75999793E-6,-24.00000021E-3,
,,,-23.73999814E-6,959.999978542E-3,,,,,-23.73999814E-6,-24.00000021E-3,
,,,-23.71999835E-6,959.999978542E-3,,,,,-23.71999835E-6,-23.19999970E-3,
,,,-23.69999856E-6,959.999978542E-3,,,,,-23.69999856E-6,-23.19999970E-3,
,,,-23.67999878E-6,959.999978542E-3,,,,,-23.67999878E-6,-23.19999970E-3,
,,,-23.65999899E-6,959.999978542E-3,,,,,-23.65999899E-6,-23.19999970E-3,
,,,-23.63999920E-6,959.999978542E-3,,,,,-23.63999920E-6,-22.39999920E-3,
,,,-23.61999941E-6,959.999978542E-3,,,,,-23.61999941E-6,-22.39999920E-3,
,,,-23.59999962E-6,959.999978542E-3,,,,,-23.59999962E-6,-22.39999920E-3,
,,,-23.57999801E-6,959.999978542E-3,,,,,-23.57999801E-6,-22.39999920E-3,
,,,-23.55999823E-6,959.999978542E-3,,,,,-23.55999823E-6,-22.39999920E-3,
,,,-23.53999844E-6,959.999978542E-3,,,,,-23.53999844E-6,-21.59999870E-3,
,,,-23.51999865E-6,959.999978542E-3,,,,,-23.51999865E-6,-21.59999870E-3,
,,,-23.49999886E-6,959.999978542E-3,,,,,-23.49999886E-6,-21.59999870E-3,
,,,-23.47999907E-6,959.999978542E-3,,,,,-23.47999907E-6,-20.80000006E-3,
,,,-23.45999928E-6,959.999978542E-3,,,,,-23.45999928E-6,-20.80000006E-3,
,,,-23.43999950E-6,959.999978542E-3,,,,,-23.43999950E-6,-20.80000006E-3,
,,,-23.41999789E-6,959.999978542E-3,,,,,-23.41999789E-6,-19.9999996E-3,
,,,-23.39999810E-6,959.999978542E-3,,,,,-23.39999810E-6,-20.80000006E-3,
,,,-23.37999831E-6,959.999978542E-3,,,,,-23.37999831E-6,-19.9999996E-3,
,,,-23.35999852E-6,959.999978542E-3,,,,,-23.35999852E-6,-19.9999996E-3,
,,,-23.33999873E-6,959.999978542E-3,,,,,-23.33999873E-6,-19.9999996E-3,
,,,-23.31999895E-6,959.999978542E-3,,,,,-23.31999895E-6,-19.1999990E-3,
,,,-23.29999916E-6,959.999978542E-3,,,,,-23.29999916E-6,-19.1999990E-3,
,,,-23.27999937E-6,959.999978542E-3,,,,,-23.27999937E-6,-19.1999990E-3,
,,,-23.25999958E-6,959.999978542E-3,,,,,-23.25999958E-6,-18.4000004E-3,
,,,-23.23999797E-6,959.999978542E-3,,,,,-23.23999797E-6,-19.1999990E-3,
,,,-23.21999818E-6,959.999978542E-3,,,,,-23.21999818E-6,-18.4000004E-3,
,,,-23.19999840E-6,959.999978542E-3,,,,,-23.19999840E-6,-18.4000004E-3,
,,,-23.17999861E-6,959.999978542E-3,,,,,-23.17999861E-6,-17.5999999E-3,
,,,-23.15999882E-6,959.999978542E-3,,,,,-23.15999882E-6,-18.4000004E-3,
,,,-23.13999903E-6,959.999978542E-3,,,,,-23.13999903E-6,-17.5999999E-3,
,,,-23.11999924E-6,959.999978542E-3,,,,,-23.11999924E-6,-17.5999999E-3,
,,,-23.09999945E-6,959.999978542E-3,,,,,-23.09999945E-6,-17.5999999E-3,
,,,-23.07999966E-6,959.999978542E-3,,,,,-23.07999966E-6,-16.7999994E-3,
,,,-23.05999806E-6,959.999978542E-3,,,,,-23.05999806E-6,-16.7999994E-3,
,,,-23.03999827E-6,959.999978542E-3,,,,,-23.03999827E-6,-16.7999994E-3,
,,,-23.01999848E-6,959.999978542E-3,,,,,-23.01999848E-6,-16.7999994E-3,
,,,-22.99999869E-6,959.999978542E-3,,,,,-22.99999869E-6,-15.9999989E-3,
,,,-22.97999890E-6,959.999978542E-3,,,,,-22.97999890E-6,-15.9999989E-3,
,,,-22.95999911E-6,959.999978542E-3,,,,,-22.95999911E-6,-15.9999989E-3,
,,,-22.93999933E-6,959.999978542E-3,,,,,-22.93999933E-6,-15.1999993E-3,
,,,-22.91999954E-6,959.999978542E-3,,,,,-22.91999954E-6,-15.9999989E-3,
,,,-22.89999793E-6,959.999978542E-3,,,,,-22.89999793E-6,-15.1999993E-3,
,,,-22.87999814E-6,959.999978542E-3,,,,,-22.87999814E-6,-15.1999993E-3,
,,,-22.85999835E-6,959.999978542E-3,,,,,-22.85999835E-6,-15.1999993E-3,
,,,-22.83999856E-6,959.999978542E-3,,,,,-22.83999856E-6,-15.1999993E-3,
,,,-22.81999878E-6,959.999978542E-3,,,,,-22.81999878E-6,-14.3999998E-3,
,,,-22.79999899E-6,959.999978542E-3,,,,,-22.79999899E-6,-14.3999998E-3,
,,,-22.77999920E-6,959.999978542E-3,,,,,-22.77999920E-6,-14.3999998E-3,
,,,-22.75999941E-6,959.999978542E-3,,,,,-22.75999941E-6,-13.5999992E-3,
,,,-22.73999962E-6,959.999978542E-3,,,,,-22.73999962E-6,-13.5999992E-3,
,,,-22.71999801E-6,959.999978542E-3,,,,,-22.71999801E-6,-13.5999992E-3,
,,,-22.69999823E-6,959.999978542E-3,,,,,-22.69999823E-6,-13.5999992E-3,
,,,-22.67999844E-6,959.999978542E-3,,,,,-22.67999844E-6,-12.7999997E-3,
,,,-22.65999865E-6,959.999978542E-3,,,,,-22.65999865E-6,-12.7999997E-3,
,,,-22.63999886E-6,959.999978542E-3,,,,,-22.63999886E-6,-12.7999997E-3,
,,,-22.61999907E-6,959.999978542E-3,,,,,-22.61999907E-6,-12.7999997E-3,
,,,-22.59999928E-6,959.999978542E-3,,,,,-22.59999928E-6,-12.0000001E-3,
,,,-22.57999950E-6,959.999978542E-3,,,,,-22.57999950E-6,-12.0000001E-3,
,,,-22.55999789E-6,959.999978542E-3,,,,,-22.55999789E-6,-12.0000001E-3,
,,,-22.53999810E-6,959.999978542E-3,,,,,-22.53999810E-6,-12.0000001E-3,
,,,-22.51999831E-6,959.999978542E-3,,,,,-22.51999831E-6,-12.0000001E-3,
,,,-22.49999852E-6,959.999978542E-3,,,,,-22.49999852E-6,-11.1999996E-3,
